sex,age,education,job,eyesight,assistant,phoneModel,screenResolutionX,screenResolutionY,sharpness,aesthetic,familiarity,efficiency,bigFont,_id
0,61,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,892,5,5,3,5,4,6271222196f14ef90e103a49
0,61,小学,,近视,无,AndroidOS,400,867,3,2,,,,6271225296f14ef90e103a4a
1,61,初中,1.农、林、牧、渔业,近视,佩戴眼镜,AndroidOS,401,845,3,5,2,5,5,6271227c96f14ef90e103a4b
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,627122b196f14ef90e103a4c
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,627122cb96f14ef90e103a4d
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,627122cb96f14ef90e103a4e
0,,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,823,3,3,3,4,4,6271247596f14ef90e103a4f
1,60,初中,,近视,佩戴眼镜,AndroidOS,400,800,4,3,3,3,2,6271251e96f14ef90e103a50
1,66,初中,5.建筑业,完全正常,无,AndroidOS,400,845,3,3,3,3,3,6271253496f14ef90e103a51
1,,高中,10.金融业,完全正常,无,AndroidOS,401,858,5,5,5,5,5,6271261696f14ef90e103a52
1,,高中,10.金融业,完全正常,无,AndroidOS,401,858,5,5,5,5,5,6271262496f14ef90e103a53
1,,高中,10.金融业,完全正常,无,AndroidOS,401,858,5,5,5,5,5,6271262496f14ef90e103a54
0,62,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,780,5,5,5,5,5,6271269496f14ef90e103a55
1,64,初中,8.住宿和餐饮业,完全正常,无,AndroidOS,360,780,5,4,4,4,4,6271277996f14ef90e103a56
1,65,硕士及以上,13.科学研究和技术服务业,近视,无,AndroidOS,400,889,4,3,2,4,4,627127d796f14ef90e103a57
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,6271280496f14ef90e103a58
0,70,初中,8.住宿和餐饮业,完全正常,无,AndroidOS,400,880,4,3,4,3,4,6271280496f14ef90e103a59
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,6271282696f14ef90e103a5a
0,,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,800,5,4,5,5,5,6271286896f14ef90e103a5b
1,67,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,880,4,3,5,3,5,6271286e96f14ef90e103a5c
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,6271289a96f14ef90e103a5d
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,6271289a96f14ef90e103a5e
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,627128a896f14ef90e103a5f
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,627128a896f14ef90e103a60
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,627128bd96f14ef90e103a61
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,627128bd96f14ef90e103a62
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,400,867,3,3,3,3,3,627128bd96f14ef90e103a63
0,43,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,401,889,5,4,1,3,2,627128fd96f14ef90e103a64
0,61,初中,8.住宿和餐饮业,完全正常,无,iOS,414,736,2,2,2,2,2,6271299b96f14ef90e103a65
0,,本科,1.农、林、牧、渔业,老花眼,进行过手术,AndroidOS,360,640,3,3,3,3,3,627129c696f14ef90e103a66
1,65,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,440,954,2,2,2,4,5,627129de96f14ef90e103a67
0,68,高中,8.住宿和餐饮业,老花眼,佩戴眼镜,iOS,390,844,4,3,4,4,4,62712b0296f14ef90e103a68
1,,初中,3.制造业,老花眼,佩戴眼镜,AndroidOS,360,800,3,3,3,4,4,62712b4896f14ef90e103a69
0,61,高中,9.信息传输、软件和信息技术服务业,近视,无,AndroidOS,400,867,5,5,5,5,5,62712c7596f14ef90e103a6a
0,66,高中,8.住宿和餐饮业,完全正常,佩戴眼镜,AndroidOS,360,760,4,5,4,5,4,62712d6396f14ef90e103a6b
1,,初中,,近视,佩戴眼镜,AndroidOS,400,856,2,2,2,2,2,62712dd596f14ef90e103a6c
0,70,高中,8.住宿和餐饮业,老花眼,无,AndroidOS,401,845,3,4,4,4,3,62712e2496f14ef90e103a6d
0,60,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,800,5,5,5,5,5,62712e9b96f14ef90e103a6e
0,,,,近视,佩戴眼镜,AndroidOS,400,889,3,3,3,3,2,62712efe96f14ef90e103a6f
1,64,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,780,4,4,4,4,4,62712f1796f14ef90e103a70
1,63,高中,5.建筑业,老花眼,佩戴眼镜,AndroidOS,400,845,4,4,4,5,3,62712f2996f14ef90e103a71
0,70,初中,16.教育,完全正常,无,AndroidOS,400,845,2,3,4,3,2,62712f4596f14ef90e103a72
,iOS,414,736,1,62,初中,老花眼,无,5,5,5,5,5,627130de96f14ef90e103a73
,iOS,414,736,1,62,初中,老花眼,无,5,5,5,5,5,6271319796f14ef90e103a74
1,,初中,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,393,873,4,2,4,3,3,627131cd96f14ef90e103a75
1,,初中,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,393,873,4,2,4,3,3,627131dc96f14ef90e103a76
1,,初中,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,393,873,4,2,4,3,3,627131dc96f14ef90e103a77
1,,初中,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,393,873,4,2,4,3,3,627131dc96f14ef90e103a78
0,,小学,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,770,5,2,3,3,5,627131fa96f14ef90e103a79
1,,初中,2.采矿业,老花眼,佩戴眼镜,AndroidOS,360,780,4,3,4,4,5,6271321c96f14ef90e103a7a
1,67,小学,16.教育,老花眼,佩戴眼镜,iOS,414,736,3,1,1,3,5,6271331796f14ef90e103a7b
0,,初中,6.批发和零售业,近视,佩戴眼镜,AndroidOS,400,889,5,5,5,5,5,6271339e96f14ef90e103a7c
0,66,高中,6.批发和零售业,老花眼,无,iOS,768,1024,5,,1,3,5,627133ce96f14ef90e103a7d
0,67,初中,4.电力、热力、燃气及水生产和供应业,老花眼,无,iOS,390,844,3,3,4,4,2,627133d896f14ef90e103a7e
1,66,初中,3.制造业,老花眼,佩戴眼镜,AndroidOS,360,800,4,2,2,2,5,6271340e96f14ef90e103a7f
0,,初中,16.教育,近视,无,AndroidOS,340,756,4,4,4,4,4,627135b996f14ef90e103a80
0,61,初中,6.批发和零售业,老花眼,无,AndroidOS,400,889,,,,,,627139df96f14ef90e103a81
0,,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,401,858,5,4,5,5,5,6271a1c196f14ef90e103a82
1,62,初中,16.教育,完全正常,无,AndroidOS,440,978,5,5,3,5,3,6271b88d96f14ef90e103a83
1,62,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,800,2,3,2,3,5,6271d03e96f14ef90e103a84
